"Which are two union territory where UTGST Act 2017  will not be applicable there as they have their own state legislature and government. State GST would be applicable in their case";"Delhi and Pondicherry ";"Dadra and Nagar Haveli";"Andaman and Nicobar Islands";"Daman and Diu";1;"The Delhi and the Pondicherry are the other two union territories but this Act will not be applicable there as they have their own state legislature and government. State GST would be applicable in their case. Other mention  territories are covered under this Act "
"Persons shall be deemed to be related persons if";"such persons are employer and employee";" they are members of the same family ";"one of them directly or indirectly controls the other";"All of the above";4;"Persons shall be deemed to be related persons if (i) such persons are officers or directors of one anothers businesses;  (ii) such persons are legally recognised partners in business; (iii) such persons are employer and employee;  (iv) any person directly or indirectly owns, controls or holds twenty-five per cent. or more of the outstanding voting stock or shares of both of them;  (v) one of them directly or indirectly controls the other;  (vi) both of them are directly or indirectly controlled by a third person;  (vii) together they directly or indirectly control a third person; or  (viii)  they are members of the same family "
"What is deemed to be the date of deposit in the electronic cash ledger";"Date on which the amount gets debited in the accounts of the taxable person";"Date on which payment is initiated and approved by the taxable person";"Earliest of the above three dates";"Date of credit to the account of the appropriate Government";4;"Date of deposit in the electronic cash ledger is Date of credit to the account of the appropriate Government"
"Section�..of the UTGST Act, there shall be levied a tax called the Union territory tax on all intra-State supplies of goods or services or both, except on the supply of alcoholic liquor for human consumption";10;15;20;25;2;"Section 15 of the UTGST Act, there shall be levied a tax called the Union territory tax on all intra-State supplies of goods or services or both, except on the supply of alcoholic liquor for human consumption"
"If Supply of Services has ceased under a contract before the completion of supply";"Invoice cannot be issued as the matter will be sub-judice";"Invoice has to be issued within 30 days on the basis of Quantum Merit from the date of cessation";"Invoice has to be issued for the full value of the contract after deducting a percentage thereof as prescribed";"Invoice has to be issued at the time of cessation to the extent of the supply effected";4;"If Supply of Services has ceased under a contract before the completion of supply Invoice has to be issued at the time of cessation to the extent of the supply effected"
"list of few situations as mentioned in section 17 of Central GST Act, 2017 where input tax credit will not be available";"Goods or services partly used for business purpose";"Motor Vehicle and other conveyance ";"Food and beverages, outdoor catering, beauty treatment, health services, cosmetic and plastic surgery";"All of the above";4;"Few situations as mentioned in section 17 of Central GST Act, 2017 where input tax credit will not be available as Goods or services partly used for business purpose , Zero rated and Exempted Supplies , Motor Vehicle and other conveyance , Food and beverages, outdoor catering, beauty treatment, health services, cosmetic and plastic surgery, Tax paid under Composition Scheme & Goods or services or both used for personal consumption"
"A registered taxable person required to keep and maintain books of account or other records under section 53(1) shall retain them until the";"expiry of thirty months from the last date of filing of Annual Return for the year";"xpiry of forty months from the last date of filing of Annual Return for the year";"expiry of ninety months from the last date of filing of Annual Return for the year";"expiry of sixty months from the last date of filing of Annual Return for the year";4;"A registered taxable person required to keep and maintain books of account or other records under section 53(1) shall retain them until the expiry of sixty months from the last date of filing of Annual Return for the year"
"Import of services means the supply of any service, where";"the supplier of service is located outside India";"the recipient of service is located in India";"the place of supply of service is in India";"All of the above";4;"Import of services means the supply of any service, where the supplier of service is located outside India , the recipient of service is located in India and the place of supply of service is in India"
"The annual return shall be filed by the registered taxable person (other than composition suppliers) in Form";"GSTR 7";"GSTR 9";"GSTR 9A";"GSTR 10";3;"The annual return shall be filed by the registered taxable person (other than composition suppliers) in Form GSTR 9A"
"Section -- of the CGST Act, 2017 specifies the list of persons liable for registration ";21;22;23;24;2;"Section 22 of the CGST Act, 2017 specifies the list of persons liable for registration "
"The time limit for payment of tax demand is--- from the date of service of the order";"30 days";"60 days";"90 days";"120 days";3;"The time limit for payment of tax demand is 90 days from the date of service of the order"
"The details of inward supplies of goods or services in Form GSTR 2 shall be submitted by";"10th of the succeeding month";"15th of the succeeding month";"18th of the succeeding month";"20th of the succeeding month";2;"The details of inward supplies of goods or services in Form GSTR 2 shall be submitted by 15th of the succeeding month"
"The certificate of details of tax deducted by the deductor shall be furnished to the deductee in Form";"GSTR 1A";"GSTR 2A";"GSTR 7";"GSTR 7A";4;"The certificate of details of tax deducted by the deductor shall be furnished to the deductee in Form GSTR 7A"
"All arrests should be made as per the provisions of";"Civil Procedure Code";"Indian Penal Code";"Code of Criminal Procedure, 1973";"Foreign Exchange Management Act";3;"All arrests should be made as per the provisions of Code of Criminal Procedure, 1973"
"section --- of the CGST Act, 2017 lists categories of persons who are required specifically to take registration even if they are not covered under section 22 of the Act";21;22;23;24;4;"section 24 of the CGST Act, 2017 lists categories of persons who are required specifically to take registration even if they are not covered under section 22 of the Act"
"What accounts and records are required to be maintained by every registered taxable person at his principal place of business";"accounts of production or manufacture of goods";"input tax credit availed & Stock of goods";"inward or outward supply of goods and/or services";"All of the above";4;"All mention Accounts & Records are to be maintain Under GST"
"Export of services means the supply of any service, where";"the supplier of service is located in India";"the recipient of service is located outside India";"the place of supply of service is outside India";"All of the above";4;"Export of services means the supply of any service, where the supplier of service is located in India , the recipient of service is located outside India and the place of supply of service is outside India"
"While calculating the tax on a supply valued at Rs 5000";"First SGST has to be charged then CGST has to be charged on the Value plus CGST";"First CGST has to be charged then SGST has to be charged on the Value plus CGST";"Both SGST and CGST have to be charged on the same transaction value";"None of the above";3;"Option 3 is the correct answer"
"section 24 of the CGST Act, 2017 lists categories of persons who are required specifically to take registration even if they are not covered under section 22 of the Act list those categories of person";"Licensee";"Interstate supplier";"Casual Taxable person";"All of the above";4;"list of those categories of person as Licensee, Interstate supplier , Casual Taxable person, Payer of Reverse charge & Non-resident"
"The details of outward supplies of goods or services shall be submitted by";"10th of the succeeding month";"15th of the succeeding month";"20th of the succeeding month";"25th of the succeeding month";1;"The details of outward supplies of goods or services shall be submitted by 10th of the succeeding month"
"The highest applicable approved rate of UTGST has been prescribed at ";"5%";"12%";"18%";"20%";4;"The highest applicable approved rate of UTGST has been prescribed at 20%. "
"The----may, on the recommendations of the Council, by notification, make rules for carrying out the provisions of this Act";"State Government";"Central Government";"GST Counsil";"Both State & Central Government";2;"The Central Government may, on the recommendations of the Council, by notification, make rules for carrying out the provisions of this Act"
"Any rules made under sub-section (1) may provide that a contravention thereof shall be liable to a penalty not exceeding ten thousand rupees Rs.";10000;15000;20000;25000;1;"Any rules made under sub-section (1) may provide that a contravention thereof shall be liable to a penalty not exceeding ten thousand rupees Rs. 10,000."
" the Goods and Services Tax (Compensation to States) Act, 2017 Extends to";"The whole of India ";"The whole of India Except Jammu & Kashmir";"The whole of India Except Daman & Diu";"None of the Above";1;" the Goods and Services Tax (Compensation to States) Act, 2017 Extends to the whole of India "
"The financial year----shall be taken as base year for the purpose of calculating compensation amount payable to the States";"2014-15";"2015-16";"2016-17";"2017-18";2;"The financial year 2015-16 shall be taken as base year for the purpose of calculating compensation amount payable to the States"
"The projected growth rate of revenue during transition period shall be";"10%";"12%";"14%";"18%";3;"The projected growth rate of revenue during transition period shall be 14%. "
"For the purpose of calculating the compensation amount payable in any financial year during the transition period, the financial year ending-----shall be taken as the base year";" 31st March, 2015";" 31st March, 2016";" 31st March, 2017";" 31st March, 2018";2;"For the purpose of calculating the compensation amount payable in any financial year during the transition period, the financial year ending 31st March, 2016, shall be taken as the base year"
"What is time of supply of goods sent on approval basis";" the time of supply shall be the time at which it is known whether a supply will take place";" six months from the date of supply";" the time of supply shall be the time at which it is known whether a supply will take place or six months from the date of supply, whichever is earlier";"None of the Above";3;"In case of supply on approval basis, the time of supply shall be the time at which it is known whether a supply will take place or six months from the date of supply, whichever is earlier"
"Compensation cess on such intra-State supplies of goods or services or both, as provided for in ";"section 9 of the Central Goods and Services Tax Act";"section 10 of the Central Goods and Services Tax Act";"section 11 of the Central Goods and Services Tax Act";"section 12 of the Central Goods and Services Tax Act";1;"Compensation cess on such intra-State supplies of goods or services or both, as provided for in section 9 of the Central Goods and Services Tax Act"
"What is time of supply of service when invoice is not issued within prescribed period";"Date completion of the provision of service";"The date of receipt of payment";"Date completion of the provision of service or The date of receipt of payment whichever is earlier";"None of the Above";3;"The time of supply of service in such cases shall be the earliest of the following: Date completion of the provision of service or The date of receipt of payment"
"Section ......of the CGST Act, 2017 states that a Summary Assessment can be done by a proper officer, on any evidence showing a tax liability of a person coming to his notice, with the previous permission of Additional Commissioner or Joint Commissioner if the officer believes that any delay in assessment can adversely affect the interest of the revenue";64;65;67;69;1;"Section 64 of the CGST Act, 2017 states that a Summary Assessment can be done by a proper officer, on any evidence showing a tax liability of a person coming to his notice, with the previous permission of Additional Commissioner or Joint Commissioner if the officer believes that any delay in assessment can adversely affect the interest of the revenue"
"CBS Full form is";"Conditional Banking Solution ";"Core Banking Solution ";"Commerce Banking Solution ";"Collective Banking Solution ";2;"CBS Full form is Core Banking Solution "
"The registered taxable person would be----for the unavailed input tax credit on capital goods under existing law, which is not carried forward in a return in their electronic credit ledger";"Not eligible";"Eligible upto Rs 1000";"Eligible";"None of the Above";3;"The registered taxable person would be eligible for the unavailed input tax credit on capital goods under existing law, which is not carried forward in a return in their electronic credit ledger. However, these credits would not be eligible to taxable person who opt to pay tax u/s 10 as composition leby. Further, these credits would be eligible only if such credits are eligible as input tax credits under GST laws also. "
"CIN Full form is";"Challan identification number";"Challan intermedeation number";"Challan inter number";"Challan identity number";1;"CIN Full form is challan identification number"
" The electronic cash ledger under sub-section (1) of section .....shall be maintained for each person, liable to pay tax, interest, penalty, late fee or any other amount, on the Common Portal for crediting the amount deposited and debiting the payment there from towards tax, interest, penalty, fee or any other amount";40;69;49;64;3;" The electronic cash ledger under sub-section (1) of section 49 shall be maintained for each person, liable to pay tax, interest, penalty, late fee or any other amount, on the Common Portal for crediting the amount deposited and debiting the payment there from towards tax, interest, penalty, fee or any other amount"
"Common Portal Identification Number (CPIN) remains valid for a period of";"10 days";"15 days";"20 days";"30 days";2;"CPIN stands for Common Portal Identification Number (CPIN) given at the time of generation of challan.  It is a 14 digit unique number to identify the challan. As stated above,  the CPIN remains valid for a period of 15 days"
"As per the provision of----of the UTGST Act, the Central Government on the recommendations of the GST Council to exempt some goods & services from GST";"Section 8";"Section 9";"Section 10";"Section 11";1;"As per the provision of section 8 of the UTGST Act, the Central Government on the recommendations of the GST Council to exempt some goods & services from GST"
"TDS collected by TDS Deductor need to remit by the ";" 4th day of the month succeeding the month in which TDS was collected";" 5th day of the month succeeding the month in which TDS was collected";" 10th day of the month succeeding the month in which TDS was collected";" 15th day of the month succeeding the month in which TDS was collected";3;"TDS collected by TDS Deductor need to remit by the 10th day of the month succeeding the month in which TDS was collected and report in GSTR 7. "
"In case of any ambiguity and the where place of supply cannot be determined as provided in Section 5(2) to 5(5) of the Revised Model IGST Law who will determine the place of supply";"Central Government on the recommendation of the Council";"State and Central Government on the recommendation of the Council ";"State Government";"Central Government";1;"Central Government on the recommendation of the Council"
"Is it mandatory for e-commerce operator to obtain registration";"Yes. Section 19 ";"Yes. Section 52";"Yes. Section 54";"Yes. Section 59";1;"E-commerce operator to obtain registration mandatory under section 19 unde moedl GST Law"
"Compensation cess on such inter-State supplies of goods or services or both, as provided for in ";"section 2 of the Integrated Goods and Services Tax Act";"section 5 of the Integrated Goods and Services Tax Act";"section 7 of the Integrated Goods and Services Tax Act";"section 9 of the Integrated Goods and Services Tax Act";2;"Compensation cess on such inter-State supplies of goods or services or both, as provided for in section 5 of the Integrated Goods and Services Tax Act"
"Can a registered taxable person send goods without payment of tax to his job-worker";"Yes";"No";" Yes.  Section 43A of the MGL";"None of the above";3;"A registered taxable person send goods without payment of tax to his job-worker under Yes.  Section 43A of the MGL provides that the registered taxable person (principal) can send the taxable goods to a job-worker for job-work without payment of tax. He can further send the goods from one job-worker to another job-worker and so on subject to certain condition. It may be noted that provisions of Section 43A are not applicable if non-taxable or exempted goods are proposed to be sent for job-work"
"The compensation payable to a State shall be provisionally calculated and released at the end of every ....... period, and shall be finally calculated for every financial year after the receipt of final revenue figures, as audited by the Comptroller and Auditor General of India";"One months";"Two months";"Three months";"Six months";2;"The compensation payable to a State shall be provisionally calculated and released at the end of every two months period, and shall be finally calculated for every financial year after the receipt of final revenue figures, as audited by the Comptroller and Auditor General of India"
"Is a job-worker required to take registration";"Yes";"No";"Can't Say";"None of the above";1;"Yes, as a Job-worker would be a supplier of services, he would be required to obtain registration if his aggregate turnover exceeds the prescribed threshold"
"If a person liable to pay tax, fails to pay such tax or any part thereof shall for the period for which the tax or any part thereof remains unpaid, is liable to pay, on his own, interest not exceeding";"5%";"12%";"18%";"24%";3;"If a person liable to pay tax, fails to pay such tax or any part thereof shall for the period for which the tax or any part thereof remains unpaid, is liable to pay, on his own, interest not exceeding 18%. "
"Mr. A applies for voluntary registration on 10th June, 2017 and obtained registration on 25th June, 2017. Mr. A is eligible for input tax credit on inputs in stock as on";"10th June, 2017";"24th June, 2017";"25th June, 2017";"30th June, 2017";2;"Mr. A is eligible for input tax credit on inputs held in stock and inputs contained in semi-finished or finished goods held in stock as on 24th June, 2017"
"Agreeing to the obligation to refrain from an act, or to tolerate an act or a situation, or to do an act ";"Service";"Goods";"Service or Goods";"Service & Goods";1;"Agreeing to the obligation to refrain from an act, or to tolerate an act or a situation, or to do an act is a Service"
"What is the time period within which the inputs sent for job work has to be received back by the principal";"120 days";"150 days";"180 days";"200 Days";3;"The time period within 180 days which the inputs sent for job work has to be received back by the principal"
"Will a person having multiple registrations in various States receive single registration on Migration ";"Separate Registration would have to be obtained on migration for each State even for a single PAN number";"Centralised Registration will be obtained for each PAN number across all States";"Separate Registration would have to be surrendered and fresh registration is required to be obtained";"Single registration with all locations across India disclosed as additional place of business can be obtained ";1;"Separate Registration would have to be obtained on migration for each State even for a single PAN number"
"No Compensation Cess shall be leviable on supplies made by a taxable person who has decided to opt for composition levy under ";"section 2 of the Central Goods and Services Tax Act";"section 3 of the Central Goods and Services Tax Act";"section 5 of the Central Goods and Services Tax Act";"section 10 of the Central Goods and Services Tax Act";4;"No Compensation Cess shall be leviable on supplies made by a taxable person who has decided to opt for composition levy under section 10 of the Central Goods and Services Tax Act"
"Which of the following is included for computation of taxable supplies for the purpose of availing credit: ";"Zero-rated supplies";"Exempt supplies";"Both";"None of the above";1;"Zero-rated supplies is included for computation of taxable supplies for the purpose of availing credit"
"The proceeds of the cess shall be credited to the fund called";"Central Goods and Service Tax compensation fund";"State Goods and Service Tax compensation fund";"Goods and Service Tax compensation fund";"UTGST compensation fund";3;"The proceeds of the cess shall be credited to the fund called Goods and Service Tax compensation fund and all the compensation payable to the states as GST compensation shall be paid from the above mentioned fund"
"ISD required to file return by";"10th of the following month";"13th of the following month";"15th of the following month";"20th of the following month";2;"As per Section 27(6) of MGL, ISD is required to file monthly return by 13th of the following month in form GSTR-6"
"The compensation payable to a State shall be provisionally calculated and released at the end of every two months period, and shall be finally calculated for every financial year after the receipt of final revenue figures, as audited by ";"Chartered Accountant";"Cost Accountant";"The Comptroller and Auditor General of India";"Chartered Accountant or Cost Accountant";3;"The compensation payable to a State shall be provisionally calculated and released at the end of every two months period, and shall be finally calculated for every financial year after the receipt of final revenue figures, as audited by the Comptroller and Auditor General of India"
"ISD required to file return on";" Monthly basis";"Quaterly basis";"Half -Yearly basis";"Yearly basis";1;"As per Section 27(6) of MGL, ISD is required to file monthly return by 13th of the following month in form GSTR-6"
"In case of goods which are in transit on the appointed day, a registered taxable person shall be-----of VAT and entry tax on goods received on or after the appointed day, the tax on which has been paid before appointed day. ";"Not entitled to take credit";"Entitled to take credit";"Can't Say";"None of the above";2;"In case of goods which are in transit on the appointed day, a registered taxable person shall be entitled to take credit of VAT and entry tax on goods received on or after the appointed day, the tax on which has been paid before appointed day. "
"ISD is required to file monthly return by 13th of the following month in ";"Form GSTR-2";"Form GSTR-4";"Form GSTR-6";"Form GSTR-8";3;"As per Section 27(6) of MGL, ISD is required to file monthly return by 13th of the following month in form GSTR-6"
"If a person liable to pay tax, fails to pay such tax or any part thereof shall for the period for which the tax or any part thereof remains unpaid, is liable to pay, on his own, interest not exceeding 18%. Whereas if a taxable person who makes an undue or excess claim of input tax credit or undue or excess reduction in output tax liability, shall pay interest at such rate not exceeding ...";"5%";"12%";"18%";"24%";4;"If a person liable to pay tax, fails to pay such tax or any part thereof shall for the period for which the tax or any part thereof remains unpaid, is liable to pay, on his own, interest not exceeding 18%. Whereas if a taxable person who makes an undue or excess claim of input tax credit or undue or excess reduction in output tax liability, shall pay interest at such rate not exceeding 24%."
"The ISD may distribute the CGST and IGST credit to recipient outside the State as";"CGST ";"SGST";"IGST";"UTGST";3;"The ISD may distribute the CGST and IGST credit to recipient outside the State as IGST"
"Transfer of title in goods under an agreement where property in goods passes at a future date on payment of full consideration is a";"Supply of Service";"Supply of goods";"Both";"None of the above";2;"Transfer of title in goods under an agreement where property in goods passes at a future date on payment of full consideration is a supply of goods"
"The ISD may distribute the CGST credit within the State as";"CGST ";"SGST";"IGST";"UTGST";1;"The ISD may distribute the CGST credit within the State as CGST"
"On which category of person will section 172 be applicable";"A person who opts for composition scheme under the GST law ";"A person who pays under the normal scheme under the GST law ";"A person who opts for composition scheme under the earlier law ";"A person who was exempt in the earlier law ";3;"Section 172 be applicable a person who opts for composition scheme under the earlier law "
"The actual revenue from State tax collected by the State, net of refunds given by the State under Chapters---of the State Goods and Services Tax Act";"X and XX";"XI and XIV";"XI and XX";"XI and XII";3;"The actual revenue from State tax collected by the State, net of refunds given by the State under Chapters XI and XX of the State Goods and Services Tax Act"
"Is an Annual Return and a Final Return one and the same";"YES";"NO";"CAN'T Say";"None of the above";2;" No. Annual Return has to be filed by every registered taxable person paying tax as a normal or a compounding taxpayer. Final Return has to be filed only by those registered taxable persons who have applied for cancellation of registration. This has to be filed within three months of the date of cancellation or the date of cancellation order. "
"The transition provision enables the VAT Officers under the current tax regime (that are being subsumed into GST) to continue as _____________ ";"VAT Officers ";"GST Officers ";"Central Excise Officers ";"Income Tax Officers ";2;"The transition provision enables the VAT Officers under the current tax regime (that are being subsumed into GST) to continue as GST Officers"
"The value of supply of goods and services shall be the";"Transaction value ";"MRP";"Market Value";"None of the above";1;"The value of supply of goods and services shall be the Transaction Value"
"What is the latest time by which final assessment is required to be made";"within one months from the date of the communication of the order of provisional assessment";"within Three months from the date of the communication of the order of provisional assessment";"within six months from the date of the communication of the order of provisional assessment";"within Nine months from the date of the communication of the order of provisional assessment";3;"Within Three months from the date of the communication of the order of provisional assessment  by which final assessment is required to be made"
"As per ....... of the UTGST Act 2017 , all officers of Police, Railways, Customs, and those officers engaged in the collection of land revenue, including village officers, and officers of central tax and officers of the State tax shall assist the proper officers in the implementation of this Act. ";"section 2";"section 11";"section 15";"section 20";2;"As per section 11 of the UTGST Act 2017, all officers of Police, Railways, Customs, and those officers engaged in the collection of land revenue, including village officers, and officers of central tax and officers of the State tax shall assist the proper officers in the implementation of this Act. "
"Who will bear the cost of special audit";"Borne by the Commissioner";"Borne by the Joint Commissioner";"Borne by the Inspector";"Borne by the Taxable person";1;"The expenses for examination and audit including the remuneration payable to the auditor will be determined and borne by the Commissioner"
"AR , AAR & AAAR Full form";"Advance Ruling";"Authority for advance ruling";"Appellate authority for advance ruling ";"Advance Ruling, Authority for advance ruling & Appellate authority for advance ruling ";4;"Advance Ruling (AR) , Authority for advance ruling (AAR) & Appellate authority for advance ruling (AAAR)"
"Is there any time limit to issue SCN or adjudicate the case u/s 51A";"within the period of 1 years ";"within the period of 3 years ";"within the period of 5 years ";"within the period of 10 years ";2;"There is no time limit to issue SCN.  However the issuance of SCN and adjudication of the case has to be completed within the period of 3 years (for Section 51A cases) and 5 years (for Section 51B cases) from the relevant date. "
"What is the time limit within which appeal has to be filed before the Tribunal";"1 months from the date of receipt of the order appealed against";"2 months from the date of receipt of the order appealed against";"3 months from the date of receipt of the order appealed against";"6 months from the date of receipt of the order appealed against";3;"The time limit within 3 months from the date of receipt of the order appealed against"
